Role,Skills,Category,AverageSalary,Location,DemandLevel
Game Developer,"Figma,Ethereum,Machine Learning,Cybersecurity,UI Design,Node.js,Redis",Marketing,₹4 LPA,Bangalore,High
AI Researcher,"TypeScript,Cryptography,Express.js,PowerShell,Network Security,Ruby on Rails",Operations,₹6 LPA,Hyderabad,Very High
Technical Recruiter,"Ethereum,Express.js,PyTorch,Illustrator",Business,₹12 LPA,Remote,High
Data Analyst,"Kubernetes,Rust,Python,Docker,Spring Boot,Vue.js,NoSQL",Data Science,₹42 LPA,Mumbai,High
Marketing Specialist,"Git,Angular,Scrum,CSS,Rust,Ruby on Rails,Swift",IT/Software,₹36 LPA,Delhi NCR,Medium
Data Scientist,"C#,Solidity,Cybersecurity,Swift,NumPy,Kubernetes",Operations,₹17 LPA,Remote,Very High
Graphic Designer,"Ansible,Ethereum,Machine Learning,Smart Contracts",Operations,₹23 LPA,Chennai,Medium
Data Scientist,"Terraform,Scikit,Jira",Business,₹26 LPA,Delhi NCR,Low
Content Creator,"Scrum,Angular,Java,Node.js,SQL,Data Visualization,Flask",Design,₹38 LPA,Delhi NCR,Medium
Video Editor,"Cryptography,SQL,TensorFlow,GitLab",Marketing,₹38 LPA,Mumbai,Medium
Mobile App Developer,"Spring Boot,Deep Learning,PostgreSQL,Solidity",Business,₹20 LPA,Delhi NCR,Medium
AI Researcher,"MongoDB,Tableau,Solidity,Elasticsearch,Docker,ASP.NET,Power BI",Data Science,₹4 LPA,London,Low
Data Analyst,"Confluence,Cryptography,Data Visualization,TensorFlow,Network Security,Computer Vision,C++",Data Science,₹20 LPA,New York,Medium
Game Developer,"Illustrator,Vue.js,C++,Node.js",Business,₹37 LPA,Pune,High
Security Analyst,"Tableau,React,MacOS",IT/Software,₹28 LPA,Bangalore,Low
Data Engineer,"Redis,Django,Cryptography,Solidity,Node.js,MongoDB",Design,₹37 LPA,London,Medium
HR Manager,"Flask,Git,Linux,Ansible,Computer Vision,Machine Learning",Marketing,₹42 LPA,Remote,High
SEO Specialist,"Natural Language Processing,Node.js,Elasticsearch,PHP",HR,₹7 LPA,Mumbai,Very High
Cloud Architect,"Scrum,GitHub,PHP,Adobe XD",IT/Software,₹5 LPA,New York,High
Full Stack Developer,"PyTorch,Vue.js,Data Visualization,GitHub",Finance,₹44 LPA,Pune,High
Technical Writer,"PyTorch,UI Design,Azure,GitLab,Spring Boot,Express.js",Marketing,₹22 LPA,London,High
Business Analyst,"UI Design,Scrum,Spring Boot",IT/Software,₹45 LPA,Pune,Medium
System Administrator,"Bitbucket,React,Docker,Network Security,PyTorch",Business,₹12 LPA,Pune,Low
Frontend Developer,"TensorFlow,Deep Learning,UI Design,GitHub,Pandas,Computer Vision,Java,MacOS",Data Science,₹40 LPA,Mumbai,Low
Graphic Designer,"Go,Express.js,UI Design,Node.js,Ruby,MongoDB,Agile,Network Security",Data Science,₹21 LPA,Chennai,Medium
Customer Success Manager,"MongoDB,Redis,CSS,Python,PostgreSQL,Sketch,Photoshop,Computer Vision",Finance,₹36 LPA,Bangalore,High
Scrum Master,"PostgreSQL,Google Cloud,TypeScript,Azure,Java",Operations,₹6 LPA,Mumbai,Very High
UI/UX Designer,"JavaScript,PowerShell,Node.js,Swift,TensorFlow,Illustrator,Data Visualization,Computer Vision",Operations,₹45 LPA,New York,Low
Game Developer,"CSS,Google Cloud,PowerShell,Java",IT/Software,₹13 LPA,Delhi NCR,Very High
Legal Advisor,"Ansible,CSS,Photoshop,Kanban,Excel,Swift,Natural Language Processing,Ruby on Rails",Design,₹7 LPA,Delhi NCR,Very High
SEO Specialist,"Network Security,Angular,Bash,Power BI",HR,₹21 LPA,San Francisco,High
AI Researcher,"Bitbucket,Go,Kanban",Operations,₹33 LPA,Mumbai,Medium
Scrum Master,"CSS,Data Analysis,Scrum,Jira,React",Business,₹42 LPA,Chennai,Very High
Security Analyst,"Machine Learning,Tableau,Deep Learning,Flask,Git,Django",IT/Software,₹18 LPA,Mumbai,High
Financial Analyst,"Sketch,Angular,NoSQL",Finance,₹25 LPA,Hyderabad,Medium
Financial Analyst,"Python,TensorFlow,Network Security,C#,Go,MacOS,Solidity",IT/Software,₹10 LPA,Hyderabad,High
Customer Success Manager,"Ruby,Bash,Bitbucket",HR,₹19 LPA,Mumbai,Low
Scrum Master,"PHP,Data Visualization,Redis,Vue.js,Terraform,Scrum",Data Science,₹8 LPA,London,Medium
SEO Specialist,"C#,Solidity,Django,Confluence,Scikit",Data Science,₹25 LPA,San Francisco,Low
Graphic Designer,"Confluence,Bash,Smart Contracts,Excel,Natural Language Processing,Scikit,Agile,Azure",Data Science,₹21 LPA,New York,Low
Full Stack Developer,"Windows,Ruby on Rails,PostgreSQL,Git",IT/Software,₹19 LPA,Mumbai,Medium
Graphic Designer,"Ruby on Rails,Express.js,Confluence,Git,Smart Contracts,Cryptography",Design,₹15 LPA,Pune,Very High
QA Engineer,"Angular,Windows,Azure,NumPy,GitHub",Design,₹13 LPA,Pune,Very High
IT Support Specialist,"Confluence,UX Design,Flask,Cryptography,MongoDB,Scrum,Express.js,Azure",Design,₹28 LPA,Remote,Low
HR Manager,"Machine Learning,PostgreSQL,MySQL,Python,Scrum",IT/Software,₹26 LPA,San Francisco,High
Operations Manager,"Ruby,Flask,Data Visualization,AWS,PyTorch,Angular,Google Cloud,Redis",Business,₹42 LPA,Chennai,Medium
Legal Advisor,"Vue.js,Bitbucket,Deep Learning,ASP.NET",Operations,₹10 LPA,Bangalore,High
Accountant,"MongoDB,Data Analysis,Deep Learning",Finance,₹14 LPA,Chennai,High
Data Analyst,"Ethereum,NoSQL,Penetration Testing,Express.js,Kanban,Data Analysis",Operations,₹10 LPA,Mumbai,Very High
QA Engineer,"Express.js,AWS,Ruby on Rails,Agile,Windows",Operations,₹29 LPA,New York,High
Customer Success Manager,"Jira,Pandas,Java,TypeScript",Marketing,₹35 LPA,London,Medium
Sales Executive,"MacOS,Figma,Photoshop,Penetration Testing,Sketch,SQL,Python,TypeScript",Design,₹36 LPA,Mumbai,Very High
Business Analyst,"Ethereum,Blockchain,SQL",HR,₹34 LPA,Mumbai,Low
Technical Writer,"Rust,Bash,PHP,Express.js,Agile,Go,Ruby,MacOS",Business,₹10 LPA,Remote,High
HR Manager,"Pandas,Google Cloud,SQL,Excel",Finance,₹14 LPA,Remote,High
HR Manager,"Kanban,HTML,JavaScript,Illustrator,React,UI Design,Scikit,Ruby",Finance,₹28 LPA,Pune,Very High
Operations Manager,"TensorFlow,Angular,Kubernetes,Django,CSS",Data Science,₹5 LPA,Chennai,Medium
Data Scientist,"Blockchain,MacOS,Pandas,Python,Go,PHP,Windows,PostgreSQL",Marketing,₹14 LPA,London,High
Content Creator,"JavaScript,ASP.NET,Git,Express.js,Cybersecurity,Docker,Terraform,PyTorch",Data Science,₹45 LPA,Remote,High
Game Developer,"C#,Pandas,Data Visualization,Sketch,Rust",Design,₹26 LPA,San Francisco,Medium
DevOps Engineer,"NumPy,Ethereum,Agile,PostgreSQL,Network Security,Smart Contracts,PHP",Data Science,₹12 LPA,Mumbai,Very High
IT Support Specialist,"Data Visualization,Sketch,Figma",Data Science,₹35 LPA,Bangalore,Very High
HR Manager,"Machine Learning,Penetration Testing,Ruby on Rails,Vue.js,PostgreSQL,Swift",Data Science,₹15 LPA,London,Low
Backend Developer,"TensorFlow,Kubernetes,Docker",Data Science,₹11 LPA,London,Medium
Operations Manager,"CSS,PowerShell,Adobe XD,NoSQL,PostgreSQL,UX Design,Swift,Express.js",Business,₹22 LPA,Mumbai,Very High
Marketing Specialist,"Natural Language Processing,Docker,UI Design,Scikit,Data Analysis,TypeScript",Data Science,₹38 LPA,London,Medium
Digital Marketer,"Angular,Python,Blockchain,GitHub,Node.js,Solidity,Redis",Marketing,₹37 LPA,San Francisco,Medium
DevOps Engineer,"HTML,Express.js,Scrum,Data Visualization,GitLab,Ethereum,Natural Language Processing,Ansible",HR,₹43 LPA,London,Low
Machine Learning Engineer,"Flask,UI Design,Go,Data Visualization,AWS,Git,Solidity",Data Science,₹23 LPA,Remote,Very High
Technical Writer,"Bash,Swift,Cybersecurity,Python,Git,JavaScript",HR,₹5 LPA,New York,Medium
DevOps Engineer,"MySQL,Blockchain,Rust,Angular,Bitbucket,Java,Sketch,Python",HR,₹38 LPA,San Francisco,Low
Database Administrator,"CSS,Bash,Smart Contracts,HTML",Operations,₹5 LPA,San Francisco,High
Digital Marketer,"JavaScript,Ruby on Rails,HTML,Terraform,Bitbucket,Blockchain,GitLab",Operations,₹34 LPA,San Francisco,Low
SEO Specialist,"Smart Contracts,Sketch,Adobe XD,Kubernetes,Blockchain",IT/Software,₹20 LPA,Pune,Low
Video Editor,"Google Cloud,Ruby,Photoshop,Flask,Figma,Sketch",Business,₹37 LPA,Mumbai,Very High
Content Creator,"GitLab,Vue.js,GitHub",IT/Software,₹34 LPA,San Francisco,Medium
Business Analyst,"Deep Learning,Ethereum,Computer Vision,Pandas,Git,UX Design,Rust",Operations,₹43 LPA,New York,Low
Financial Analyst,"JavaScript,Ansible,Spring Boot,Kanban",Marketing,₹21 LPA,New York,High
IT Support Specialist,"Deep Learning,Sketch,Agile,Azure,Computer Vision,Bitbucket,MySQL",Business,₹40 LPA,Remote,Medium
Legal Advisor,"Adobe XD,Natural Language Processing,MySQL,Scikit",Data Science,₹34 LPA,Delhi NCR,Low
Full Stack Developer,"Azure,MacOS,UI Design,Spring Boot,Linux,JavaScript",Design,₹21 LPA,Pune,Very High
Machine Learning Engineer,"Figma,Deep Learning,Linux,MySQL,Natural Language Processing",IT/Software,₹41 LPA,Delhi NCR,Very High
UI/UX Designer,"NoSQL,Smart Contracts,Linux,PowerShell",Operations,₹37 LPA,Remote,High
Accountant,"AWS,Smart Contracts,Kubernetes,CSS",Finance,₹42 LPA,Bangalore,Low
Database Administrator,"Machine Learning,JavaScript,NumPy,Illustrator,NoSQL,Go,Python",Marketing,₹18 LPA,Pune,Low
Database Administrator,"Bash,Network Security,PHP,UI Design,Java",Operations,₹45 LPA,Chennai,Very High
Database Administrator,"Angular,Jenkins,Vue.js",Marketing,₹13 LPA,Hyderabad,Medium
Backend Developer,"Linux,GitLab,GitHub,Ethereum,UI Design",Design,₹21 LPA,Bangalore,High
Backend Developer,"Elasticsearch,Google Cloud,Scikit,ASP.NET",Design,₹6 LPA,Mumbai,High
Data Analyst,"CSS,Go,JavaScript,Data Analysis",Design,₹26 LPA,Bangalore,Very High
Technical Recruiter,"CSS,C++,Azure,Elasticsearch,Network Security",Operations,₹39 LPA,London,Very High
System Administrator,"SQL,Jira,PowerShell,Confluence,C#,Jenkins,Deep Learning",Finance,₹9 LPA,New York,Very High
Game Developer,"Redis,PyTorch,Sketch,Kubernetes,Kotlin,Power BI,Swift,Ruby on Rails",Business,₹31 LPA,Remote,High
Data Engineer,"Ethereum,PyTorch,C#,Kanban,AWS",Marketing,₹41 LPA,New York,Medium
Security Analyst,"PowerShell,Ansible,JavaScript,Rust,Cryptography,Excel",Finance,₹41 LPA,Mumbai,Low
Security Analyst,"C#,Sketch,Ansible,Figma,Ruby",Design,₹15 LPA,Remote,Very High
Blockchain Developer,"Adobe XD,Illustrator,PostgreSQL",Design,₹35 LPA,New York,Very High
Security Analyst,"Computer Vision,SQL,Data Visualization,Network Security,Excel,Django,Redis",Design,₹32 LPA,Remote,Very High
SEO Specialist,"CSS,Smart Contracts,C++",IT/Software,₹43 LPA,Chennai,Very High
UI/UX Designer,"NoSQL,HTML,Bitbucket,Vue.js,Redis,JavaScript,PostgreSQL",Operations,₹7 LPA,Delhi NCR,Medium
Technical Writer,"Kotlin,Computer Vision,MacOS,Windows,Agile,Pandas,Machine Learning",Design,₹35 LPA,New York,Medium
DevOps Engineer,"GitHub,Flask,Kubernetes,MySQL,Scikit,Solidity",Marketing,₹16 LPA,Remote,High
Full Stack Developer,"Pandas,Machine Learning,GitHub,Tableau",Business,₹22 LPA,San Francisco,Medium
Legal Advisor,"Java,Power BI,NumPy,CSS,Scrum,Machine Learning,Blockchain",Business,₹5 LPA,London,Medium
Data Analyst,"UX Design,Data Visualization,Rust",Marketing,₹23 LPA,Bangalore,Medium
Database Administrator,"ASP.NET,NoSQL,Agile,Network Security",Data Science,₹31 LPA,Chennai,Low
Database Administrator,"UX Design,GitLab,Cybersecurity,Tableau,Agile,Docker,Google Cloud",Marketing,₹9 LPA,Bangalore,High
Site Reliability Engineer,"AWS,Docker,Jenkins,Java,PowerShell,JavaScript,Cryptography,Terraform",IT/Software,₹18 LPA,Hyderabad,Very High
SEO Specialist,"Azure,Agile,Smart Contracts",Data Science,₹34 LPA,New York,Medium
DevOps Engineer,"Azure,Bitbucket,Tableau,Data Visualization,Confluence,Flask,TensorFlow",IT/Software,₹37 LPA,Mumbai,High
Accountant,"Angular,Jenkins,Linux,PostgreSQL",IT/Software,₹36 LPA,Chennai,Low
Business Analyst,"Kubernetes,TypeScript,MongoDB,Natural Language Processing,UX Design,Java",Marketing,₹16 LPA,London,Low
Digital Marketer,"C#,AWS,Go",Finance,₹29 LPA,Hyderabad,Very High
Content Creator,"Penetration Testing,Excel,Redis,Rust,Spring Boot",Data Science,₹11 LPA,Chennai,Low
DevOps Engineer,"AWS,Google Cloud,Express.js,Computer Vision,Docker,PowerShell",Marketing,₹11 LPA,Bangalore,Low
Technical Recruiter,"GitHub,MySQL,NoSQL,PHP",HR,₹24 LPA,Delhi NCR,Low
HR Manager,"JavaScript,Terraform,Adobe XD,Cybersecurity",Operations,₹42 LPA,Bangalore,Very High
DevOps Engineer,"Cybersecurity,Tableau,Natural Language Processing,Computer Vision,GitHub,C++,Vue.js,Illustrator",Data Science,₹21 LPA,Pune,Low
Site Reliability Engineer,"GitHub,PowerShell,Linux,Excel,NoSQL,Terraform,Swift",Operations,₹35 LPA,Bangalore,Medium
Data Engineer,"Network Security,Kubernetes,NoSQL,Flask,Rust,Express.js,PowerShell",Operations,₹32 LPA,Delhi NCR,High
Legal Advisor,"HTML,Windows,Ethereum,GitHub,Google Cloud",IT/Software,₹12 LPA,San Francisco,Low
Cloud Architect,"Penetration Testing,Terraform,Natural Language Processing,Power BI",Operations,₹22 LPA,Remote,Medium
Technical Writer,"Bitbucket,Windows,Django,Docker,Adobe XD,Ruby on Rails,Machine Learning",Design,₹23 LPA,Pune,Medium
Accountant,"Scrum,Redis,MongoDB,Power BI,Penetration Testing,Python,TypeScript,UX Design",Business,₹13 LPA,Delhi NCR,High
Data Scientist,"Tableau,Azure,Rust,Agile,Django,Redis,Scrum",IT/Software,₹21 LPA,Pune,High
Technical Recruiter,"Solidity,Java,Bitbucket,Sketch",Marketing,₹8 LPA,Pune,Very High
Game Developer,"Smart Contracts,Kanban,Deep Learning,Agile,Kubernetes,MongoDB,Ruby on Rails",IT/Software,₹5 LPA,London,Low
Technical Recruiter,"NumPy,ASP.NET,Photoshop",Finance,₹38 LPA,Pune,Very High
Operations Manager,"AWS,Django,C#,PHP,Swift,Ruby,Illustrator",Design,₹31 LPA,Delhi NCR,Medium
Legal Advisor,"Kubernetes,Penetration Testing,Rust,Illustrator",HR,₹23 LPA,Chennai,Very High
Product Manager,"Vue.js,Jira,JavaScript,Scikit",Operations,₹35 LPA,Remote,High
HR Manager,"CSS,Blockchain,Rust,Ansible,GitHub,Tableau,Solidity",Design,₹14 LPA,New York,High
Database Administrator,"GitLab,Computer Vision,Solidity,UX Design,Spring Boot,React",Business,₹5 LPA,Delhi NCR,Very High
Blockchain Developer,"Blockchain,Python,Ruby,Agile,MacOS",Operations,₹37 LPA,Pune,High
Customer Success Manager,"Django,Jenkins,React,Spring Boot,Smart Contracts,Google Cloud,Python,C#",Marketing,₹23 LPA,Mumbai,Low
Backend Developer,"MongoDB,Solidity,Google Cloud",Business,₹11 LPA,San Francisco,Low
UI/UX Designer,"Vue.js,Swift,Network Security",Operations,₹24 LPA,Delhi NCR,Very High
Operations Manager,"Node.js,Scrum,PyTorch,Jira,Data Analysis,Natural Language Processing,JavaScript,Photoshop",Marketing,₹45 LPA,Chennai,High
Legal Advisor,"Rust,Deep Learning,Blockchain",Data Science,₹30 LPA,Bangalore,Very High
Marketing Specialist,"GitHub,Express.js,Bash,Ethereum,C++,PyTorch",Marketing,₹19 LPA,Mumbai,High
Technical Writer,"Ruby on Rails,Python,Figma,Windows,Django,Data Analysis,MySQL",Data Science,₹6 LPA,San Francisco,Low
Customer Success Manager,"Go,Docker,JavaScript,SQL,Ruby on Rails,Spring Boot",Business,₹33 LPA,Chennai,Medium
Financial Analyst,"Tableau,NumPy,Jenkins",Finance,₹16 LPA,Remote,Very High
Sales Executive,"Spring Boot,Natural Language Processing,SQL,PostgreSQL,AWS,Java",Marketing,₹33 LPA,New York,Medium
Game Developer,"C++,Kotlin,AWS,TensorFlow",Operations,₹29 LPA,Remote,Low
UI/UX Designer,"Kubernetes,Azure,Windows,Agile",Design,₹31 LPA,Bangalore,Low
System Administrator,"Python,Flask,GitLab,Ruby,Blockchain,Java,PyTorch",Data Science,₹31 LPA,Hyderabad,Medium
Business Analyst,"Adobe XD,Linux,PyTorch",Finance,₹40 LPA,New York,Very High
QA Engineer,"Kanban,C++,Elasticsearch,PowerShell,Deep Learning,Flask,Photoshop",Design,₹28 LPA,Remote,Low
Machine Learning Engineer,"Ruby,Linux,Machine Learning,Java,Power BI,Natural Language Processing,Docker",Marketing,₹12 LPA,Remote,Very High
Cloud Architect,"Scikit,Bash,GitHub,Python,Windows,Jenkins,Flask",Finance,₹41 LPA,Mumbai,Medium
Backend Developer,"Bash,Ruby,NoSQL",Data Science,₹6 LPA,Remote,Very High
SEO Specialist,"Elasticsearch,Sketch,Windows,Docker,Linux,PHP,Ruby,React",IT/Software,₹25 LPA,Remote,High
Site Reliability Engineer,"Data Analysis,Angular,Rust,Machine Learning,TensorFlow,Pandas",Design,₹5 LPA,Mumbai,High
Site Reliability Engineer,"Windows,TensorFlow,Bash",Operations,₹27 LPA,Hyderabad,High
Software Engineer,"TypeScript,Python,Ruby",HR,₹27 LPA,London,Low
QA Engineer,"Kubernetes,Git,Bash,Excel",Marketing,₹42 LPA,Mumbai,Low
DevOps Engineer,"MongoDB,Cryptography,PowerShell,Jira,Computer Vision,MySQL,Elasticsearch",IT/Software,₹37 LPA,New York,Medium
Product Manager,"Express.js,Ruby,Ansible,TensorFlow,GitHub,UX Design,Deep Learning,Windows",IT/Software,₹6 LPA,Delhi NCR,Low
QA Engineer,"Rust,Photoshop,Bash,Scikit,Git,MySQL,Linux,Deep Learning",HR,₹26 LPA,Hyderabad,Medium
Database Administrator,"Rust,MongoDB,Azure,Ethereum,Excel,UI Design",Business,₹21 LPA,Pune,Very High
Data Scientist,"TensorFlow,Docker,PostgreSQL,Cryptography",Design,₹38 LPA,San Francisco,High
Financial Analyst,"NoSQL,ASP.NET,Kanban",Design,₹21 LPA,San Francisco,Low
Customer Success Manager,"Vue.js,Cybersecurity,Agile,NumPy,Excel,Kanban,C++,React",IT/Software,₹7 LPA,Chennai,Medium
Financial Analyst,"Django,Rust,CSS,UI Design,TypeScript,Figma,Penetration Testing",Finance,₹27 LPA,Remote,Medium
Database Administrator,"HTML,GitHub,Smart Contracts,Machine Learning,SQL,Deep Learning,Agile,Cryptography",Business,₹21 LPA,Remote,Very High
Operations Manager,"ASP.NET,C++,MongoDB,Agile,Blockchain,GitHub,Express.js",Finance,₹35 LPA,Hyderabad,Very High
Game Developer,"Adobe XD,Penetration Testing,UI Design,Bitbucket,Vue.js",IT/Software,₹26 LPA,New York,High
Financial Analyst,"Express.js,PowerShell,Confluence",Operations,₹34 LPA,Pune,High
Product Manager,"TypeScript,Node.js,GitHub",Business,₹44 LPA,Mumbai,Very High
Sales Executive,"Deep Learning,Computer Vision,Docker,Solidity,MacOS,Vue.js,PostgreSQL,MySQL",HR,₹25 LPA,Chennai,Very High
Game Developer,"Git,Deep Learning,UX Design",Operations,₹24 LPA,Mumbai,Low
Operations Manager,"Illustrator,Kanban,Bash,JavaScript",Design,₹15 LPA,London,High
Accountant,"Redis,AWS,Bash,Data Analysis,PyTorch,Ansible,Figma",IT/Software,₹30 LPA,Pune,Very High
Mobile App Developer,"MongoDB,Tableau,Ansible,PyTorch,Computer Vision,React,Power BI",Data Science,₹27 LPA,Hyderabad,Very High
Database Administrator,"Cryptography,Express.js,Go,ASP.NET,Jenkins,CSS,Sketch,GitHub",Business,₹20 LPA,Mumbai,Medium
Technical Writer,"PyTorch,Smart Contracts,Windows",Data Science,₹40 LPA,Hyderabad,Low
Digital Marketer,"Ansible,PHP,Excel,Angular,UX Design,Flask,Go",Data Science,₹41 LPA,Remote,High
Financial Analyst,"Windows,Tableau,Cryptography,Network Security,MySQL,Elasticsearch,UI Design",HR,₹23 LPA,Remote,Very High
Backend Developer,"PyTorch,ASP.NET,GitHub,Natural Language Processing,NumPy,Spring Boot,GitLab",Finance,₹5 LPA,Pune,Medium
Technical Writer,"Cryptography,TypeScript,Figma,HTML,Vue.js,JavaScript",HR,₹18 LPA,Delhi NCR,Medium
Network Engineer,"NoSQL,Windows,CSS,Bash,Data Analysis",HR,₹32 LPA,London,Medium
Financial Analyst,"NoSQL,UI Design,Network Security,GitLab,Bash,TypeScript,Solidity",HR,₹5 LPA,Chennai,High
Data Scientist,"GitLab,Deep Learning,PyTorch,Kanban",Finance,₹17 LPA,Pune,High
AI Researcher,"Ruby on Rails,CSS,Elasticsearch,Tableau,Penetration Testing,Illustrator",Marketing,₹29 LPA,Remote,High
Customer Success Manager,"Cryptography,AWS,ASP.NET,Rust,Java,Docker,Git",Data Science,₹4 LPA,Remote,High
Software Engineer,"Tableau,AWS,Excel,Network Security,Ansible,Rust",Operations,₹34 LPA,Chennai,High
Software Engineer,"Jenkins,TypeScript,Swift,HTML,Terraform",Data Science,₹27 LPA,Chennai,Medium
Legal Advisor,"Scrum,Java,Elasticsearch",Finance,₹30 LPA,Pune,Very High
Accountant,"Flask,MacOS,Machine Learning,GitHub,SQL,Kanban,Penetration Testing,Computer Vision",Marketing,₹41 LPA,Chennai,Very High
System Administrator,"Figma,Scrum,Computer Vision",Design,₹16 LPA,Chennai,Medium
SEO Specialist,"PHP,MongoDB,Elasticsearch",Operations,₹33 LPA,Mumbai,Medium
Content Creator,"React,Jenkins,Ruby on Rails,Excel,Scrum,Kanban,Redis",Design,₹11 LPA,Delhi NCR,Medium
Sales Executive,"Elasticsearch,Smart Contracts,PowerShell,PyTorch",HR,₹14 LPA,Chennai,Very High
Cloud Architect,"MongoDB,Excel,Cryptography,PyTorch",Marketing,₹19 LPA,London,Low
Graphic Designer,"Computer Vision,Confluence,Vue.js,Pandas,SQL,Git",Design,₹7 LPA,Chennai,Medium
Accountant,"Scikit,Java,Elasticsearch,Spring Boot",IT/Software,₹25 LPA,Delhi NCR,Medium
Security Analyst,"HTML,Computer Vision,Illustrator,Power BI,C++",Data Science,₹27 LPA,Chennai,Low
Backend Developer,"Jenkins,JavaScript,Spring Boot,AWS,Express.js",Data Science,₹21 LPA,London,High
Mobile App Developer,"Terraform,Java,Data Visualization",Business,₹44 LPA,New York,Low
